sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,buy_price_by_area,house_type_id,is_renewal_needed,built_year,has_ac,has_fitted_wardrobes,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,has_green_zones,has_parking,distr_coef
57.0,2,1.0,0.0,175000,3070,1,0,1970.0,1,1,0,0,0,0,0,0,0,0.3249434782608695
360.0,5,4.0,4.0,650000,1806,0,1,1975.0,1,1,1,1,1,1,1,0,1,0.3763740740740741
150.0,3,3.0,1.0,620000,4133,1,0,2001.0,1,1,0,1,0,0,1,1,1,0.3604086021505376
570.0,3,3.0,4.0,1300000,2281,0,0,1970.0,1,1,0,0,1,0,1,0,1,0.2853522727272727
260.0,5,3.0,3.0,910000,3500,1,0,1970.0,1,1,0,1,1,0,1,1,1,0.3604086021505376
159.0,4,2.0,9.0,410000,2579,1,0,1970.0,1,1,0,0,1,1,0,0,1,0.3400917647058823
205.0,3,3.0,6.0,820000,4000,1,0,1977.0,1,1,0,1,1,1,1,1,1,0.3565028571428571
140.0,4,2.0,1.0,700000,5000,1,0,1970.0,1,1,0,1,1,1,1,1,1,0.4531716417910447
130.0,3,2.0,0.0,545000,4192,1,0,1970.0,0,1,0,1,1,0,1,1,1,0.3400917647058823
90.0,2,2.0,1.0,365000,4056,1,0,1995.0,0,1,0,1,0,0,0,1,1,0.2853522727272727
394.0,7,5.0,2.0,1343500,3410,2,0,1970.0,1,1,0,0,1,0,1,0,1,0.3763740740740741
147.0,4,2.0,0.0,475000,3231,1,0,1974.0,0,1,0,0,1,0,1,0,1,0.3400917647058823
37.0,1,1.0,2.0,125000,3378,1,0,2008.0,1,1,0,0,1,0,0,0,1,0.3400917647058823
160.0,4,3.0,5.0,670000,4188,1,0,1970.0,1,1,0,1,0,1,1,1,1,0.3604086021505376
40.0,1,1.0,0.0,140000,3500,1,0,2019.0,0,1,0,0,0,0,0,0,0,0.2853522727272727
121.0,3,2.0,1.0,530000,4380,1,0,2003.0,0,1,0,1,1,0,1,1,1,0.4327669902912621
150.0,4,1.0,4.0,590000,3933,0,0,1970.0,0,1,1,0,1,0,0,0,0,0.3357272727272727
54.0,1,1.0,0.0,265000,4907,1,0,2008.0,0,1,0,1,0,0,1,1,1,0.4531716417910447
104.0,3,2.0,1.0,430000,4135,1,0,2007.0,1,1,0,1,0,0,1,0,1,0.4327669902912621
72.0,3,1.0,0.0,230000,3194,1,0,1965.0,0,1,0,0,0,0,0,0,0,0.3763740740740741
60.0,1,1.0,2.0,235000,3917,1,0,2013.0,1,1,0,0,0,1,1,0,1,0.2853522727272727
60.0,2,1.0,4.0,260000,4333,1,0,1970.0,1,1,0,0,0,0,0,0,0,0.3249434782608695
77.0,2,2.0,3.0,390000,5065,1,0,1970.0,1,1,0,1,0,0,1,1,1,0.4327669902912621
55.0,1,1.0,3.0,219999,4000,1,1,1983.0,1,1,0,0,1,0,0,1,1,0.3604086021505376
78.0,3,1.0,1.0,234000,3000,1,0,1970.0,0,1,0,0,0,0,1,0,0,0.3249434782608695
98.0,2,2.0,3.0,387000,3949,1,0,2004.0,1,1,0,1,1,0,1,1,1,0.4327669902912621
33.0,1,1.0,0.0,108000,3273,1,0,1967.0,0,1,0,0,0,0,0,0,0,0.3763740740740741
108.0,3,1.0,1.0,335000,3102,1,0,1970.0,1,1,0,0,1,0,1,1,0,0.3249434782608695
86.0,2,2.0,5.0,560000,6512,1,0,1970.0,1,1,0,1,1,0,1,1,1,0.3763740740740741
100.0,3,2.0,0.0,250000,2500,2,0,1965.0,1,1,0,0,0,0,1,0,0,0.3249434782608695
85.0,3,1.0,7.0,230000,2706,1,1,1965.0,0,1,0,0,1,1,1,0,0,0.3249434782608695
513.0,6,5.0,4.0,990000,1930,0,0,1980.0,1,1,1,0,0,0,1,0,1,0.3763740740740741
112.0,4,2.0,1.0,405000,3616,1,1,1970.0,0,1,0,0,1,1,1,1,1,0.3763740740740741
122.0,4,2.0,0.0,375000,3074,1,0,1970.0,0,1,0,0,1,0,0,0,0,0.3604086021505376
383.0,4,4.0,4.0,850000,2219,0,0,1990.0,1,1,1,1,1,0,1,0,1,0.3763740740740741
98.0,2,1.0,5.0,375000,3827,3,0,1970.0,1,1,0,1,1,0,1,1,1,0.3400917647058823
50.0,1,1.0,4.0,350000,7000,1,0,2008.0,1,1,0,1,0,1,1,1,1,0.4531716417910447
122.0,4,2.0,4.0,375000,3074,1,0,1974.0,0,0,0,0,0,0,0,1,0,0.3604086021505376
90.0,3,1.0,0.0,190000,2111,1,1,1970.0,0,1,0,0,1,0,0,0,0,0.3400917647058823
120.0,2,2.0,1.0,495000,4125,1,0,2004.0,1,1,0,1,1,0,1,1,1,0.4531716417910447
65.0,2,1.0,8.0,270000,4154,1,0,1969.0,0,0,0,0,1,0,0,0,0,0.3400917647058823
70.0,3,1.0,0.0,220000,3143,1,1,1970.0,0,1,0,0,1,0,0,0,0,0.3249434782608695
61.0,1,1.0,1.0,245000,4016,1,0,1982.0,1,1,0,0,0,0,0,1,1,0.3604086021505376
384.0,4,4.0,4.0,850000,2214,0,1,1990.0,0,1,0,0,1,1,1,0,0,0.3763740740740741
190.0,3,2.0,5.0,550000,2895,1,0,1980.0,1,1,0,1,0,0,1,1,1,0.3400917647058823
100.0,4,1.0,3.0,385000,3850,1,1,1970.0,1,1,0,1,1,0,0,1,1,0.3400917647058823
82.0,4,2.0,5.0,260000,3171,1,1,1979.0,0,0,0,0,0,0,0,0,0,0.3400917647058823
185.0,4,2.0,7.0,650000,3514,3,0,2004.0,0,1,0,1,1,0,1,1,1,0.3400917647058823
71.0,1,1.0,2.0,249000,3507,1,0,1970.0,1,1,0,0,0,0,0,1,0,0.3763740740740741
70.0,2,1.0,4.0,230000,3286,1,0,1970.0,1,1,0,0,1,0,0,0,0,0.3400917647058823
153.0,4,2.0,1.0,755000,4935,1,0,2017.0,1,1,0,1,1,0,1,1,1,0.3400917647058823
383.0,4,4.0,4.0,850000,2219,0,0,1990.0,0,1,1,1,1,0,1,0,1,0.3763740740740741
115.0,4,2.0,9.0,420000,3652,2,1,1970.0,1,1,0,0,1,1,0,1,1,0.3763740740740741
120.0,3,2.0,3.0,455000,3792,1,0,1970.0,1,1,0,1,0,1,1,1,1,0.3400917647058823
383.0,4,4.0,4.0,850000,2219,0,0,1990.0,0,0,1,0,1,0,0,0,0,0.3763740740740741
80.0,0,1.0,0.0,134999,1687,1,0,1970.0,1,0,0,0,1,0,0,0,0,0.2853522727272727
140.0,3,2.0,1.0,330000,2357,1,1,1972.0,1,0,0,0,0,0,0,0,0,0.3249434782608695
80.0,1,1.0,0.0,134999,1687,1,0,1970.0,1,0,0,0,1,0,0,0,0,0.2853522727272727
108.0,3,2.0,6.0,339000,3139,1,0,1974.0,1,1,0,0,1,0,0,0,0,0.3400917647058823
58.0,2,1.0,3.0,150000,2586,1,0,1967.0,0,0,0,0,1,0,0,0,0,0.3763740740740741
45.0,1,1.0,0.0,110000,2444,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.3400917647058823
140.0,3,2.0,6.0,535000,3821,1,0,1970.0,1,1,0,1,1,0,1,1,1,0.4327669902912621
63.0,2,1.0,3.0,180000,2857,1,1,1970.0,0,0,0,0,0,0,0,0,0,0.3249434782608695
104.0,3,2.0,1.0,430000,4135,1,0,1970.0,1,1,0,1,0,1,1,1,1,0.4327669902912621
105.0,3,2.0,1.0,390000,3714,1,0,1970.0,1,1,0,1,1,1,1,1,0,0.4327669902912621
213.0,5,3.0,3.0,760000,3568,1,0,1970.0,1,1,0,1,0,0,0,1,1,0.4281381578947368
371.0,5,4.0,4.0,775000,2089,0,0,1970.0,0,1,1,0,1,0,1,0,1,0.3763740740740741
60.0,3,1.0,4.0,142000,2367,1,0,1970.0,0,1,0,0,0,0,0,0,0,0.2853522727272727
377.0,5,5.0,4.0,795000,2109,0,0,1970.0,1,1,1,0,1,1,1,0,1,0.3763740740740741
43.0,2,1.0,1.0,160000,3721,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.3249434782608695
240.0,4,3.0,2.0,860000,3583,1,0,1970.0,0,1,0,1,1,1,1,1,1,0.3565028571428571
360.0,5,4.0,4.0,860000,2389,0,0,1970.0,1,1,0,0,1,0,1,0,1,0.3901699999999999
157.0,4,2.0,1.0,530000,3376,1,0,1970.0,1,1,0,0,1,0,1,1,1,0.3763740740740741
343.0,4,4.0,4.0,1034000,3015,0,0,2020.0,1,1,1,0,1,1,0,0,1,0.3763740740740741
134.0,3,2.0,3.0,512000,3821,1,0,1970.0,1,1,0,1,1,1,1,1,1,0.4327669902912621
184.0,4,3.0,7.0,710000,3859,1,0,2007.0,1,1,0,1,0,0,1,1,1,0.3763740740740741
389.0,6,3.0,4.0,830000,2134,0,1,1970.0,1,1,1,1,1,1,1,0,1,0.3763740740740741
102.0,3,2.0,1.0,449000,4402,1,0,1970.0,0,1,0,0,0,0,0,1,0,0.3249434782608695
220.0,5,4.0,5.0,998000,4536,1,0,1970.0,1,1,0,1,1,0,1,1,1,0.3604086021505376
135.0,3,2.0,1.0,700000,5185,1,0,1970.0,1,1,0,1,1,0,1,1,1,0.3604086021505376
305.0,5,5.0,4.0,1187500,3893,0,0,1970.0,1,0,1,1,1,0,0,0,1,0.4281381578947368
107.0,3,2.0,1.0,545000,5093,1,0,2007.0,1,1,0,1,1,0,1,1,1,0.4327669902912621
113.0,3,2.0,0.0,630000,5575,1,0,1970.0,1,1,0,1,1,0,1,1,1,0.4531716417910447
254.0,4,4.0,4.0,795000,3130,1,0,1970.0,1,1,0,1,1,0,1,1,1,0.3565028571428571
215.0,4,4.0,7.0,895000,4163,1,0,1989.0,1,1,0,1,1,0,0,1,1,0.4281381578947368
146.0,3,3.0,4.0,630000,4315,1,0,1970.0,1,1,0,1,0,0,1,1,1,0.4327669902912621
54.0,2,1.0,3.0,150000,2778,1,0,1970.0,1,1,0,0,1,1,0,0,0,0.2853522727272727
103.0,3,2.0,6.0,372000,3612,1,0,1983.0,1,0,0,0,1,0,1,1,0,0.3763740740740741
230.0,5,3.0,4.0,880000,3826,1,0,1970.0,1,1,0,1,0,0,0,1,1,0.4281381578947368
150.0,4,2.0,1.0,550000,3667,1,0,1970.0,1,1,0,1,0,1,1,1,1,0.4327669902912621
200.0,4,3.0,3.0,825000,4125,2,0,2008.0,1,1,0,1,1,0,1,1,1,0.4531716417910447
92.0,3,1.0,2.0,275000,2989,1,0,1970.0,1,0,0,0,1,0,0,1,0,0.3763740740740741
185.0,3,3.0,4.0,825000,4459,0,0,2020.0,1,1,1,1,0,0,0,0,0,0.3400917647058823
300.0,5,4.0,4.0,1187500,3958,0,1,1970.0,1,1,1,1,0,0,0,0,1,0.3400917647058823
95.0,3,1.0,1.0,285000,3000,1,0,1970.0,0,0,0,0,1,0,0,1,0,0.3763740740740741
210.0,5,3.0,6.0,790000,3762,1,0,1985.0,1,1,0,1,1,1,0,1,1,0.3604086021505376
79.0,1,1.0,3.0,281000,3557,2,0,2008.0,1,0,0,0,1,0,0,0,1,0.3400917647058823
144.0,3,2.0,3.0,480000,3333,1,0,1970.0,1,1,0,0,0,1,1,0,1,0.3400917647058823
195.0,4,2.0,3.0,776000,3979,2,0,2008.0,1,1,0,1,1,1,0,1,1,0.4531716417910447
36.0,0,1.0,2.0,230000,6389,1,0,1970.0,0,0,0,1,0,0,1,1,1,0.4327669902912621
45.0,1,1.0,0.0,127000,2822,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2853522727272727
125.0,3,2.0,6.0,530000,4240,1,0,1970.0,0,1,0,1,1,0,1,1,1,0.4327669902912621
85.0,3,1.0,3.0,265000,3118,1,1,1970.0,0,1,0,0,1,0,0,1,0,0.2853522727272727
100.0,3,1.0,1.0,330000,3300,1,0,1974.0,1,1,0,0,1,0,0,0,0,0.3400917647058823
110.0,2,1.0,0.0,215000,1955,2,0,2009.0,1,0,0,0,1,1,0,0,1,0.2853522727272727
110.0,2,2.0,0.0,265000,2409,2,0,2009.0,1,0,0,0,1,0,0,0,1,0.2853522727272727
60.0,0,1.0,5.0,285000,4750,3,1,1965.0,1,0,0,1,1,0,1,1,0,0.3400917647058823
98.0,2,2.0,2.0,449000,4582,1,0,1970.0,1,1,0,0,1,0,1,0,1,0.3400917647058823
170.0,1,1.0,5.0,550000,3235,3,0,1970.0,1,1,0,1,1,0,1,1,1,0.4531716417910447
72.0,3,1.0,0.0,220000,3056,1,1,1942.0,0,0,0,0,0,0,0,0,0,0.3400917647058823
394.0,7,5.0,2.0,1343500,3410,1,0,2007.0,1,1,0,1,0,0,0,1,0,0.3400917647058823
407.0,5,5.0,4.0,929000,2283,0,0,2004.0,1,1,1,1,1,1,1,0,1,0.3763740740740741
70.0,2,1.0,4.0,157260,2247,1,0,1960.0,0,0,0,0,1,0,0,0,0,0.3400917647058823
42.0,1,1.0,1.0,150000,3571,1,0,2008.0,1,1,0,0,0,0,1,0,0,0.2853522727272727
53.0,2,1.0,0.0,210000,3962,1,0,1970.0,1,0,0,0,0,0,0,0,0,0.3249434782608695
60.0,2,1.0,1.0,190000,3167,1,0,1970.0,0,0,0,0,0,0,1,0,0,0.3249434782608695
61.0,2,1.0,4.0,160000,2623,1,0,1970.0,1,0,0,0,1,0,0,0,0,0.3249434782608695
90.0,2,2.0,5.0,365000,4056,1,0,1970.0,1,1,0,0,0,0,0,0,1,0.2853522727272727
97.0,3,2.0,4.0,385000,3969,1,0,1970.0,1,1,0,1,0,0,1,0,1,0.4327669902912621
160.0,4,2.0,6.0,600000,3750,1,1,1970.0,0,1,0,1,1,0,0,1,1,0.3604086021505376
68.0,2,1.0,3.0,210000,3088,1,1,1972.0,0,1,0,0,1,0,0,0,0,0.3249434782608695
181.0,4,3.0,4.0,780000,4309,0,0,1970.0,0,0,0,1,0,0,0,0,1,0.3400917647058823
126.0,3,2.0,1.0,555000,4405,1,0,1970.0,1,1,0,1,0,0,1,1,0,0.3901699999999999
113.0,3,2.0,5.0,680000,6018,1,0,2005.0,1,1,0,1,0,1,1,1,1,0.4327669902912621
95.0,2,2.0,1.0,396000,4168,1,0,1970.0,1,1,0,1,0,0,1,1,1,0.4327669902912621
180.0,6,3.0,4.0,850000,4722,0,0,1970.0,0,1,1,0,1,0,1,0,1,0.3763740740740741
120.0,4,2.0,8.0,440000,3667,1,1,1970.0,0,1,0,1,1,0,0,1,1,0.3763740740740741
129.0,3,2.0,2.0,530000,4109,1,0,1969.0,1,1,0,1,0,0,0,1,1,0.4281381578947368
56.0,2,1.0,2.0,185000,3304,1,0,1970.0,0,1,0,0,1,0,0,0,0,0.3249434782608695
50.0,1,1.0,1.0,199999,4000,1,0,1970.0,1,1,0,0,0,1,0,0,0,0.3249434782608695
80.0,2,1.0,8.0,265000,3312,1,0,1970.0,1,1,0,0,0,0,0,0,0,0.3249434782608695
110.0,3,2.0,1.0,465000,4227,1,0,1970.0,0,1,0,1,0,0,1,1,1,0.4281381578947368
70.0,2,1.0,4.0,260000,3714,1,0,1970.0,1,1,0,0,0,1,0,0,0,0.3249434782608695
123.0,4,2.0,0.0,480000,3902,1,0,1970.0,1,1,0,1,1,0,0,1,1,0.3763740740740741
380.0,5,5.0,4.0,960000,2526,0,0,1970.0,1,1,1,1,1,0,1,0,1,0.3763740740740741
50.0,1,1.0,0.0,150000,3000,1,0,1970.0,1,1,0,0,1,0,1,0,0,0.3763740740740741
90.0,3,1.0,5.0,170000,1889,1,0,1970.0,1,1,0,0,1,0,1,0,0,0.2853522727272727
143.0,3,3.0,1.0,550000,3846,2,0,1970.0,0,1,0,1,0,0,1,1,1,0.3763740740740741
110.0,3,2.0,5.0,460000,4182,1,0,2005.0,1,1,0,1,0,0,1,1,1,0.4327669902912621
100.0,2,2.0,3.0,420000,4200,1,0,2020.0,0,1,0,1,1,1,1,1,1,0.3901699999999999
129.0,3,2.0,4.0,375000,2907,1,0,1974.0,0,0,0,1,0,0,0,1,0,0.3604086021505376
65.0,2,1.0,3.0,188470,2900,1,0,1970.0,0,1,0,0,0,0,0,0,0,0.3400917647058823
44.0,1,1.0,0.0,70000,1591,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.3763740740740741
68.0,2,1.0,5.0,259000,3809,1,0,1970.0,1,0,0,0,0,0,0,0,0,0.3400917647058823
123.0,3,2.0,7.0,450000,3659,1,0,1976.0,1,1,0,0,1,1,0,1,1,0.3400917647058823
47.0,0,1.0,0.0,230000,4894,1,0,1970.0,1,1,0,0,0,0,1,0,1,0.3400917647058823
240.0,4,3.0,4.0,850000,3542,0,0,1970.0,1,1,1,0,0,0,0,0,0,0.3400917647058823
65.0,2,1.0,0.0,175000,2692,1,0,1970.0,1,1,0,0,0,0,0,0,0,0.3763740740740741
130.0,3,2.0,4.0,670000,5154,1,0,1970.0,1,1,0,1,1,0,0,1,1,0.3604086021505376
110.0,4,2.0,2.0,420000,3818,1,0,1970.0,0,1,0,1,1,0,0,1,0,0.4281381578947368
56.0,2,1.0,9.0,190000,3393,1,0,1955.0,0,0,0,0,1,0,0,0,0,0.3249434782608695
120.0,3,2.0,2.0,445000,3708,1,0,1970.0,1,1,0,1,1,0,1,1,1,0.3400917647058823
106.0,3,2.0,1.0,269000,2538,1,0,2001.0,0,1,0,0,0,1,1,0,1,0.2853522727272727
130.0,3,2.0,1.0,420000,3231,1,0,1970.0,0,1,0,0,1,1,0,1,1,0.3604086021505376
89.0,2,2.0,1.0,500000,5618,1,0,1970.0,1,1,0,1,0,0,1,1,1,0.3763740740740741
53.0,1,1.0,3.0,240000,4528,1,0,2007.0,0,1,0,1,0,0,1,0,0,0.3400917647058823
96.0,2,1.0,4.0,375000,3906,2,0,1970.0,1,1,0,1,1,1,1,1,1,0.4327669902912621
128.0,3,2.0,1.0,620000,4844,1,0,1970.0,0,1,0,1,1,0,1,1,1,0.4531716417910447
52.0,2,1.0,5.0,220000,4231,1,1,1970.0,0,0,0,0,1,0,0,0,0,0.3249434782608695
110.0,2,2.0,4.0,430000,3909,1,0,1970.0,1,1,0,1,1,0,1,1,1,0.3400917647058823
80.0,3,1.0,1.0,270000,3375,1,1,1970.0,1,1,0,0,0,0,0,0,0,0.3400917647058823
160.0,4,2.0,1.0,650000,4062,1,0,2004.0,0,1,0,1,0,0,1,1,1,0.4327669902912621
72.0,2,1.0,0.0,250000,3472,1,1,1970.0,0,1,0,0,0,0,1,0,1,0.3357272727272727
93.0,3,2.0,2.0,490000,5269,1,0,1970.0,1,1,0,1,0,0,1,1,1,0.4327669902912621
192.0,4,3.0,2.0,845000,4401,1,0,2017.0,1,1,0,1,1,0,1,1,1,0.4327669902912621
265.0,4,4.0,1.0,850000,3208,1,0,1983.0,1,0,0,1,1,1,0,1,1,0.3763740740740741
54.0,2,1.0,0.0,180000,3333,1,1,1970.0,0,0,0,0,0,0,0,0,0,0.3763740740740741
56.0,2,1.0,2.0,181000,3232,1,0,1970.0,0,0,0,0,0,1,0,0,0,0.3249434782608695
60.0,2,1.0,0.0,210000,3500,1,0,1970.0,1,1,0,0,0,0,0,0,0,0.3249434782608695
110.0,3,2.0,3.0,300000,2727,1,0,1970.0,0,1,0,0,1,0,0,0,0,0.2853522727272727
115.0,2,2.0,2.0,469000,4078,1,0,1970.0,1,1,0,1,0,0,0,1,1,0.4327669902912621
70.0,2,1.0,8.0,260000,3714,1,0,1970.0,0,1,0,0,0,0,0,0,0,0.3249434782608695
80.0,3,2.0,0.0,260000,3250,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.3763740740740741
193.0,5,3.0,5.0,530000,2746,1,1,1970.0,0,1,0,1,1,0,0,1,1,0.3249434782608695
120.0,3,2.0,4.0,650000,5417,1,0,1970.0,1,1,0,1,0,0,1,1,1,0.4327669902912621
180.0,3,2.0,7.0,750000,4167,3,0,1970.0,0,0,0,0,1,1,1,0,1,0.4327669902912621
340.0,4,4.0,4.0,1450000,4265,0,1,1957.0,0,1,1,1,1,0,1,0,1,0.4281381578947368
76.0,3,1.0,1.0,168000,2211,1,0,1965.0,0,1,0,0,0,0,0,0,0,0.2853522727272727
56.0,2,1.0,4.0,160000,2857,1,0,1970.0,0,1,0,0,0,0,0,0,0,0.3400917647058823
132.0,3,2.0,3.0,540000,4091,1,0,2010.0,0,0,0,0,0,0,0,0,0,0.3400917647058823
126.0,3,2.0,5.0,360000,2857,1,0,1970.0,1,1,0,0,1,0,1,1,0,0.3249434782608695
39.0,1,1.0,0.0,150000,3846,1,1,1970.0,0,0,0,0,0,0,0,0,0,0.3763740740740741
250.0,5,4.0,4.0,749000,2996,1,0,1970.0,1,1,0,1,1,1,0,1,1,0.3763740740740741
40.0,0,1.0,2.0,125000,3125,1,0,1970.0,1,1,0,0,1,0,0,0,1,0.2853522727272727
120.0,3,2.0,3.0,497900,4149,1,0,1970.0,0,1,0,1,1,1,0,1,0,0.3763740740740741
90.0,3,1.0,3.0,230000,2556,1,1,1970.0,0,1,0,0,1,1,0,1,0,0.2853522727272727
70.0,2,2.0,8.0,247000,3529,1,0,1970.0,0,1,0,0,0,0,1,1,0,0.3249434782608695
62.0,2,1.0,9.0,193000,3113,1,0,1970.0,0,1,0,0,1,0,0,0,0,0.3400917647058823
70.0,3,1.0,3.0,180000,2571,1,0,1970.0,1,0,0,0,0,1,0,0,0,0.2853522727272727
96.0,3,2.0,3.0,330000,3438,1,1,1970.0,0,1,0,0,1,1,1,0,0,0.3763740740740741
66.0,2,1.0,2.0,220000,3333,1,0,1970.0,0,1,0,0,0,0,1,0,0,0.3249434782608695
60.0,2,1.0,3.0,190000,3167,1,0,1970.0,0,1,0,0,0,0,1,1,0,0.3763740740740741
93.0,3,1.0,1.0,218000,2344,1,1,1970.0,0,0,0,0,1,0,0,0,0,0.3763740740740741
130.0,3,2.0,5.0,840000,6462,3,0,1970.0,1,1,0,1,1,0,1,1,1,0.4531716417910447
110.0,3,2.0,4.0,510000,4636,1,0,1970.0,0,1,0,1,0,1,1,1,1,0.4327669902912621
59.0,2,1.0,4.0,230000,3898,1,0,1970.0,0,1,0,0,1,0,0,0,0,0.3249434782608695
80.0,3,1.0,1.0,260000,3250,1,0,1970.0,0,1,0,0,1,1,1,1,0,0.3357272727272727
140.0,3,2.0,4.0,725000,5179,3,0,1970.0,1,1,0,1,1,0,1,1,1,0.3763740740740741
178.0,4,3.0,1.0,730000,4101,1,0,1970.0,0,1,0,1,1,0,0,1,1,0.3604086021505376
70.0,2,1.0,4.0,200000,2857,0,0,1970.0,0,0,0,0,1,0,1,0,0,0.2853522727272727
53.0,2,1.0,4.0,179140,3380,1,1,1965.0,0,1,0,0,1,0,0,0,0,0.3400917647058823
320.0,4,3.0,4.0,1650000,5156,0,1,1970.0,0,0,1,1,0,0,0,0,0,0.3400917647058823
146.0,4,2.0,6.0,398000,2726,1,1,1970.0,0,1,0,1,1,0,0,1,1,0.3400917647058823
101.0,3,2.0,3.0,410000,4059,1,0,1970.0,1,1,0,1,0,0,1,1,1,0.3400917647058823
90.0,4,1.0,0.0,290000,3222,1,0,1970.0,0,1,0,0,0,0,0,0,0,0.3357272727272727
351.0,5,5.0,4.0,800000,2279,0,0,1970.0,1,1,1,1,0,0,1,0,1,0.3763740740740741
23.0,0,1.0,2.0,115000,5000,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.3249434782608695
144.0,2,3.0,4.0,662000,4597,3,0,2018.0,1,1,0,1,1,1,1,0,1,0.3565028571428571
150.0,4,2.0,0.0,394000,2627,1,0,1970.0,1,1,0,0,0,0,1,0,0,0.2853522727272727
246.0,5,4.0,4.0,749000,3045,1,0,1970.0,0,1,0,1,1,1,0,1,1,0.3763740740740741
208.0,4,5.0,2.0,890000,4279,1,0,1995.0,1,1,0,1,1,1,0,1,0,0.3400917647058823
170.0,4,3.0,4.0,937143,5513,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.3400917647058823
101.0,2,2.0,1.0,410000,4059,1,0,2008.0,1,1,0,1,0,0,1,1,1,0.4327669902912621
90.0,2,1.0,5.0,240000,2667,1,0,1970.0,0,1,0,0,1,1,0,1,0,0.2853522727272727
220.0,5,3.0,9.0,735000,3341,1,0,1970.0,1,1,0,1,0,0,0,1,0,0.3249434782608695
220.0,5,3.0,9.0,735000,3341,1,0,1970.0,1,0,0,1,0,0,0,1,0,0.3249434782608695
484.0,7,4.0,4.0,895000,1849,0,0,1986.0,0,1,0,0,0,0,1,0,1,0.3400917647058823
110.0,3,2.0,2.0,425000,3864,1,0,1991.0,1,1,0,1,1,1,0,1,1,0.3763740740740741
70.0,3,1.0,1.0,230000,3286,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.3249434782608695
60.0,2,1.0,2.0,169500,2825,1,1,1970.0,0,0,0,0,1,0,0,0,0,0.3249434782608695
110.0,4,2.0,7.0,415000,3773,1,0,1983.0,1,1,0,1,0,0,1,1,0,0.3400917647058823
70.0,3,1.0,0.0,160000,2286,1,0,1970.0,0,1,0,0,0,0,0,0,0,0.3763740740740741
180.0,6,3.0,3.0,540000,3000,1,0,1980.0,1,1,0,0,0,0,0,0,1,0.3400917647058823
52.0,1,1.0,0.0,115000,2212,1,0,1970.0,1,0,0,0,0,0,0,0,0,0.3249434782608695
300.0,4,3.0,4.0,850000,2833,0,0,1970.0,1,1,1,1,1,0,1,0,1,0.3400917647058823
140.0,4,2.0,7.0,560000,4000,1,0,1970.0,0,1,0,1,1,0,0,1,1,0.3400917647058823
90.0,3,1.0,0.0,190000,2111,1,1,1970.0,0,1,0,0,1,0,0,0,0,0.3400917647058823
85.0,3,1.0,5.0,275000,3235,1,0,1970.0,1,1,0,0,1,0,0,0,0,0.3400917647058823
161.0,4,2.0,1.0,598500,3717,1,0,1970.0,0,1,0,1,0,0,1,1,1,0.3400917647058823
338.0,4,4.0,4.0,799000,2364,0,0,1970.0,1,1,1,1,1,0,0,0,1,0.3400917647058823
394.0,3,2.0,4.0,1343500,3410,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.3400917647058823
696.0,3,2.0,4.0,2100920,3019,0,0,1970.0,0,0,0,0,0,0,0,0,0,0.3400917647058823
465.0,5,4.0,4.0,950000,2043,0,0,2019.0,1,1,1,1,1,0,0,0,1,0.3763740740740741
60.0,2,1.0,1.0,170000,2833,1,1,1965.0,0,0,0,0,0,0,0,0,0,0.3249434782608695
106.0,3,2.0,0.0,325000,3066,1,1,1970.0,0,1,0,0,1,0,1,1,0,0.3400917647058823
138.0,3,2.0,4.0,630000,4565,1,0,1970.0,0,1,0,1,0,0,1,1,1,0.4531716417910447
66.0,2,1.0,5.0,250000,3788,1,0,1972.0,1,0,0,0,1,0,0,0,0,0.3249434782608695
100.0,3,2.0,4.0,480000,4800,1,0,1970.0,1,1,0,1,0,0,1,1,1,0.4327669902912621
43.0,1,1.0,3.0,250000,5814,1,0,1970.0,1,1,0,1,0,0,0,1,0,0.3763740740740741
80.0,3,1.0,1.0,229000,2862,1,0,1970.0,0,1,0,0,0,0,0,0,0,0.3763740740740741
122.0,3,2.0,4.0,375000,3074,1,0,1974.0,0,1,0,0,1,0,0,0,0,0.3604086021505376
115.0,3,2.0,0.0,630000,5478,1,0,2005.0,0,1,0,1,1,0,1,1,1,0.4531716417910447
60.0,2,1.0,8.0,200000,3333,1,0,1970.0,1,1,0,0,0,0,0,0,0,0.3249434782608695
122.0,4,2.0,4.0,375000,3074,1,0,1970.0,1,1,0,0,0,0,0,0,0,0.3604086021505376
95.0,3,2.0,3.0,390000,4105,1,1,1970.0,0,0,0,1,1,0,1,1,1,0.4281381578947368
125.0,3,2.0,7.0,650000,5200,3,0,1970.0,1,1,0,1,1,0,1,1,1,0.4327669902912621
580.0,6,6.0,4.0,1190000,2052,0,0,1970.0,0,1,1,1,1,0,1,0,1,0.3763740740740741
